Country Name,Country Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Lao PDR,LAO,0.111044,0.181664,0.267899,0.333912,0.361434,0.850357,1.16989,1.64,3.55,6,7,9,10.7477,12.5,14.26,18.2,21.87,25.5104,36.3,47.0323,54,62,66.1548,..
Latvia,LVA,6.31906,7.21935,21.94,26.98,38.58,46,53.63,59.17,63.41,66.84,68.42,69.75,73.1199,75.2344,75.8261,79.2006,79.8421,80.1141,83.5772,86.1355,88.898,91.1796,91.0301,92.1879
Lebanon,LBN,7.95274,6.78322,7,8,9,10.14,15,18.74,22.53,30.14,43.68,52,61.2498,70.5,73,74,76.11,78.1808,80.9,84.3,87.8607,87.8626,90.0522,..
Lesotho,LSO,0.211806,0.26115,1.08394,1.5325,2.17552,2.58025,2.97971,3.44543,3.58,3.72,3.86,7,10,15,22,25,32.4539,39,40.8,42.3017,40.4172,43.6957,47.0368,..
Liberia,LBR,0.0177027,0.0338122,0.0327133,0.0318689,0.0310112,..,..,0.551377,0.53,2,2.3,2.5,2.6,3.2,5.41,10,15.7,16.3,18.9,23.4826,27.4519,27.8136,30.1275,..
Libya,LBY,0.187043,0.366533,2.24442,2.81452,3.53284,3.91779,4.30105,4.722,9,10.8,14,14,15.2,16.5,17.76,..,..,..,..,..,87.5754,84.3378,88.4281,..
Liechtenstein,LIE,36.5152,45.1169,59.4707,58.8097,64.0074,63.3714,64.2142,65.0802,70,75,80,85,89.4077,93.8,95.21,96.6412,98.0939,99.5466,..,93.1461,94.3499,95.5694,96.8046,..
Lithuania,LTU,6.42707,7.17936,17.69,25.91,31.23,36.22,43.9,49.9,55.22,59.76,62.12,63.64,67.23,68.4529,72.1335,71.3781,74.3766,77.6153,79.7226,81.5819,83.0555,86.9305,87.7242,88.5029
Luxembourg,LUX,22.8873,36.1634,39.84,54.55,65.88,70,72.51,78.92,82.23,87.31,90.62,90.0299,91.9499,93.7765,94.6702,96.3767,98.1367,97.363,97.0613,97.1206,98.4596,98.6609,98.242,99.3479
"Macao SAR, China",MAC,13.6086,22.5212,25.1719,25.7421,31.4841,34.8629,46.4,47.327,49.24,54,55.198,60.2037,61.31,65.8,69.7809,77.6001,81.643,83.1741,83.7941,86.4679,87.4623,88.4681,89.7864,..
Madagascar,MDG,0.196395,0.222512,0.33972,0.423252,0.525354,0.567722,0.607552,0.65,1.65,1.63,1.7,1.9,2.3,3,3.7,4.17397,4.71366,6.4,8.7,11.8314,15.8196,18.1313,20.5777,..
Malawi,MWI,0.126781,0.164021,0.215095,0.278815,0.347505,0.384489,0.425137,0.965865,0.7,1.07,2.26,3.33,4.3506,5.05,5.83,6,6.3,7,8,14.6,22.2466,26.9325,27.6609,18
Malaysia,MYS,21.3847,26.696,32.3382,34.9712,42.2523,48.6292,51.638,55.7,55.8,55.9,56.3,61,65.8,57.0575,63.6654,71.0641,78.7883,80.1405,81.201,84.1871,89.555,96.7514,97.3986,97.6927
Maldives,MDV,2.20387,3.61729,5.34777,5.97659,6.58825,6.86961,11.0364,16.3,23.2,24.8,26.53,34,38.9301,44.1,49.28,54.462,59.5,65,70.9,77.4697,79.0978,85.2343,83.9119,..
Mali,MLI,0.142546,0.185897,0.227046,0.310364,0.43282,0.507063,0.729627,0.81,1.57,1.8,2,2.2,2.8,3.5,7,10.33,14,18.9,21.4,22.3111,28.3043,30.4642,33.0528,..
Malta,MLT,13.1137,17.8778,28.92,31.64,34.62,41.24,40.41,46.9,50.08,58.86,63,68.0198,68.1999,68.9138,73.1141,75.96,78.0751,81.0119,81.658,85.7786,86.8588,87.4698,91.5406,91.9155
Marshall Islands,MHL,1.53427,1.70661,2.33544,2.56975,3.59978,3.8787,3.79559,3.95,4.6,5.6,7,10,12.5,14,16.8,19.2824,29.7878,38.7012,..,..,71.2288,72.2377,73.2238,..
Mauritania,MRT,0.192031,0.261449,0.363229,0.424005,0.48147,0.669966,0.979661,1.43361,1.87,2.28,4,4.5,5,6.2,11.8,17.6,24.1,24.2,35.1,42.3207,41.0726,43.7936,44.3616,..
Mauritius,MUS,7.28154,8.7809,10.2526,12.1871,13.6891,15.1722,16.7,20.22,21.81,22.51,28.33,34.95,35.42,40.1168,44.8033,50.1393,52.1913,55.4032,58.5962,61.73,67.7329,71.6,75.5,..
Mexico,MEX,5.08138,7.03802,11.9,12.9,14.1,17.21,19.52,20.81,21.71,26.34,31.05,37.1763,39.75,43.46,44.3857,57.431,59.5404,53.0318,56.6596,69.6321,71.4902,75.6265,78.6322,81.1832
"Micronesia, Fed. Sts.",FSM,3.73486,4.66053,5.5701,9.2325,11.0179,11.8814,12.7503,13.6211,14.49,15.35,20,22.8,25.9744,27.8,29.65,31.5011,33.3522,35.3041,36.6,38,39.3833,39.9648,40.5434,..
Moldova,MDA,1.28285,1.48781,3.78724,7.40754,10.6294,14.6303,19.6206,20.45,23.39,27.5,29.68,32.07,34.65,37.44,67,69,71,49.9,50.3,57.7605,58.2153,60.4747,63.5349,..
Monaco,MCO,42.1849,46.6461,48.0471,49.4912,52.4902,55.4648,61.476,64.3777,67.25,70.1,75,80.3,87,90.7,92.4,93.3633,95.2082,97.053,..,83.3397,98.5709,98.3776,98.3776,..
Mongolia,MNG,1.25565,1.65324,2.03957,..,..,..,..,9,9.8,10,10.2,12.5,16.4,17.7,19.9424,22.5,22.2658,23.7143,47.13,51.08,62.5,81.6068,83.9145,..
Montenegro,MNE,..,..,..,..,25.3501,27.1,28.9,30.8,32.9,35.1,37.5,35.6115,56.8388,60.31,63.8869,68.1198,69.8816,71.2723,71.5171,73.4767,77.6088,82.2197,88.2219,..
Morocco,MAR,0.693791,1.37144,2.37325,3.35337,11.6079,15.0844,19.7712,21.5,33.1,41.3,52,46.1075,55.4161,56,56.7746,57.08,58.2712,61.7622,64.8039,84.1204,84.1204,88.1303,89.9,..
Mozambique,MOZ,0.109593,0.160032,0.259613,0.419539,0.679448,0.854357,0.842954,0.91,1.56,2.68,4.17,4.6,5,5.5,6,6.5,7,7.79633,10.9,14.6386,17.8299,19.9696,21.207,..
Myanmar,MMR,..,0.00028928,0.00042649,0.0240641,0.0243374,0.0652389,0.182048,0.217128,0.22,0.22,0.25,0.98,1.4,1.8,7.4,10.9,16,23.6211,33.7204,48.1377,41.9542905,44.0216732,..,..
Namibia,NAM,1.64474,2.41698,2.6337,3.35984,3.80472,4.01005,4.39887,4.83561,5.329,6.5,11.6,12,12.9414,13.9,14.84,25.6879,31.0333,36.8374,42.8,49.8,57.8608,61.1132,62.215,..
Nauru,NRU,..,2.98716,..,..,..,..,..,..,..,..,..,54,..,..,..,..,..,62.3851,..,74.7379,81.6554,83.3424,82.6668,..
Nepal,NPL,0.204652,0.240015,0.312956,0.382811,0.449844,0.826551,1.14139,1.41,1.73,1.97,7.93,9,11.1493,13.3,15.44,17.5816,20.7,24.3,28.6,34.8055,37.6984,41.6083,49.5609,..
Netherlands,NLD,43.9844,49.3731,61.29,64.35,68.52,81,83.7,85.82,87.42,89.63,90.72,91.42,92.86,93.9564,91.6667,91.7241,90.411,93.1973,91.8919,93.2886,91.3333,92.053,92.5197,97.0068
New Caledonia,NCL,13.9395,18.2371,22.3898,26.4083,30.298,32.359,33.5157,35.05,34.51,33.99,42,50,58,66,70,74.0018,..,82.0058,..,..,..,..,..,..
New Zealand,NZL,47.3796,53.241,59.0808,60.9625,61.8476,62.7202,69,69.76,72.03,79.7,80.46,81.23,81.6445,82.78,84,85.2,86.5,87.7,89,89.8637,95.2342,95.7321,95.7299,..
Nicaragua,NIC,0.980216,1.4488,1.71473,1.88041,2.32066,2.56635,2.80557,3.9,5.3,7.3,10,10.6,13.5,15.5,17.6,19.7043,24.5718,30.4,37.6,44.9164,54.8543,54.7975,61.0524,..
Niger,NER,0.0362613,0.105185,0.127152,0.155699,0.189934,0.221341,0.294034,0.390391,0.7,0.76,0.83,0.9,1.05,1.15,1.24868,2.47622,4.32276,10.2243,..,16.6119,13.8406,15.3108,16.937,..
Nigeria,NGA,0.0640808,0.0899014,0.320462,0.558576,1.28614,3.54916,5.54504,6.77,8,9.3,11.5,13.8,16.1,19.1,21,22.5,24.1,25.9,27.7,29.7,31.8888,32.3318,35.4563,..
North Macedonia,MKD,2.48557,3.46818,17.33,19.07,24.44,26.45,28.62,36.3,46.04,51.77,51.9,56.7,57.4499,65.24,68.0585,70.3802,72.1568,74.5168,79.1678,81.4129,81.4055,83.0182,84.2304,..
Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,52,64,72.84,78.13,77.69,81.99,82.55,86.93,90.57,92.08,93.39,93.49,94.65,95.0534,96.3005,96.8103,97.2982,96.3576,96.4917,98,94.6076,99,99,99
Oman,OMN,3.52042,5.89384,6.8734,7.25574,6.75885,6.68358,8.29972,16.68,20,26.8,35.8278,48,60,66.45,70.22,73.53,76.8454,80.1856,85.5,90.2594,95.2323,95.7747,97.849,95.2517
Pakistan,PAK,..,1.31855,2.57743,5.04116,6.16432,6.33233,6.5,6.8,7,7.5,8,8,8.1,9,10,11,12.3854,13.78,15.34,17.0709,18.9348,24.9775,32.9486,..
Palau,PLW,..,..,20.2439,21.6015,26.9703,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Panama,PAN,6.5548,7.2684,8.51808,9.98742,11.1409,11.484,17.3496,22.29,33.82,39.08,40.1,42.7,40.3019,44.03,44.9238,51.2054,54,59.9506,61.8055,63.6284,72.61,73.0556,73.6085,..
Papua New Guinea,PNG,0.835249,0.904104,1.32166,1.3744,1.50791,1.71619,1.75449,1.79056,1.15,1.61,1.28,2,3.5,5.1,6.5,7.9,9.60154,11.2092,..,19.9783,24.3969,25.7426,26.991,..
Paraguay,PRY,0.747631,1.09879,1.79497,2.11194,3.45244,7.90701,7.96207,11.21,14.27,18.9,19.8,24.7635,29.34,36.9,43.0074,49.7163,53.4041,61.0758,64.9935,68.5176,73.9575,77.0184,76.2592,78.0948
Peru,PER,3.07643,7.57876,8.96695,11.6,14.1,17.1,20.7,25.2,30.57,31.4,34.77,36.01,38.2,39.2,40.2447,40.8526,45.4617,50.4504,55.0543,59.9505,65.2518,71.1078,74.675,..
Philippines,PHL,1.98225,2.52401,4.33228,4.85767,5.24363,5.39764,5.74059,5.97,6.22,9,25,29,30.8,32.7,34.7,36.9,39.2,41.6,44.1,43.0266,53.7649,63.4019,75.2111,..
Poland,POL,7.28543,9.90067,21.15,24.87,32.53,38.81,44.58,48.6,53.13,58.97,62.32,61.95,62.31,62.8492,66.5987,67.997,73.3007,75.9854,77.5417,80.4359,83.1849,85.3749,86.9411,86.4147
Portugal,PRT,16.4305,18.0871,19.37,29.67,31.78,34.99,38.01,42.09,44.13,48.27,53.3,55.25,60.34,62.0956,64.5924,68.6329,70.4236,73.7912,74.661,75.3464,78.2617,82.309,84.4969,85.7901
Puerto Rico,PRI,10.4746,15.63,17.5476,19.707,22.1307,23.4001,25.4424,27.86,38,41.5,45.3,48,69,69,76.1339,63.4663,68.6438,68.7408,70.8564,77.7364,..,84.7867,87.2918,..
Qatar,QAT,4.86368,6.17027,10.2261,19.2423,20.7016,24.7335,28.9741,37,44.3,53.1,69,69,69.3,85.3,91.49,92.8848,95.1247,97.3888,99.6528,99.6528,99.6528,100,100,..
Romania,ROU,3.61372,4.53867,6.58,8.9,15,21.5,24.66,28.3,32.42,36.6,39.93,40.01,45.88,49.7645,54.0783,55.7632,59.504,63.7473,70.6813,73.6575,78.4553,83.5904,85.5031,89.2034
Russian Federation,RUS,1.97723,2.94437,4.12827,8.29886,12.8594,15.2267,18.0233,24.66,32,42.55,49,58,66,67.97,70.5176,70.0992,73.0914,76.0081,80.8647,82.6422,84.9947,88.2138,90.418,92.245
Rwanda,RWA,0.0628315,0.240672,0.292785,0.356918,0.430854,0.556041,..,2.11539,4.5,7.7,8,7,8.02385,9,10.6,12.5,14.6,17.2,19.2,21.358,23.8,29.432,34.4405,..
Samoa,WSM,0.566393,1.6899,2.24483,2.79963,3.07553,3.35259,4.46917,4.74998,5.03162,6,7,11,12.9225,15.3,21.2,25.407,31.7,39.4,49.1,61.2106,69.9561,76.2853,75.2869,..
San Marino,SMR,48.7995,50.3417,50.8348,50.0035,50.5663,50.2596,50.2087,50.3648,54.52,54.21,..,49.6,..,..,..,..,..,60.1823,..,67.8507,77.95,81.67,85.0607,..
Sao Tome and Principe,STP,4.63852,6.31092,7.58067,10.1618,13.3229,13.7595,14.182,14.5905,15.48,16.41,18.75,20.1612,21.5724,23,24.41,25.82,28,32.6,38,44.3,51.5547,56.1138,56.9899,..
Saudi Arabia,SAU,2.21069,4.68105,6.38471,8.00158,10.2345,12.705,19.4596,30,36,38,41,47.5,54,60.5,64.7137,69.6162,74.8793,94.1756,93.31,95.7247,97.8623,100,100,100
Senegal,SEN,0.403967,0.983794,1.00645,2.10144,4.38602,4.78668,5.61174,6.89,7.12,7.5,8,9.8,10.8,13.1,17.7,21.7,25.6648,29.6431,35.3,43.4,53.3088,54.9741,59.9832,..
Serbia,SRB,..,..,..,..,23.5,26.3,27.2,33.15,35.6,38.1,40.9,42.2,48.1,53.4504,62.0751,65.317,67.0568,70.3308,73.3607,77.4168,78.368,81.1659,83.5383,85.3575
Seychelles,SYC,7.39563,11.0151,14.3042,14.5925,24.2721,25.4133,34.952,38.38,40.44,..,41,43.164,47.076,50.4,51.2547,54.2596,56.5147,62.6,69.2,76.6,84.8223,80.7475,86.6654,..
Sierra Leone,SLE,0.118254,0.160264,0.176199,0.190173,0.203008,0.215392,0.227669,0.239835,0.25,0.26,0.58,0.9,2.5,4,6.0573,6.34442,11.7732,13.2369,15.8,20.8,27.4681,27.595,30.3518,..
Singapore,SGP,36,41.6704,47,53.8379,62,61,59,69.9,69,69,71,71,72,80.9021,79.0292,79.013,84.4523,84.4523,88.1656,88.9493,92.0043,96.9247,95.9539,94.2863
Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,9.4268,12.5283,40.14,43.04,52.89,55.19,56.08,61.8,66.05,70,75.71,74.44,76.71,77.8826,79.9843,77.6347,80.4759,81.6257,80.4489,82.8537,89.9209,88.9256,89.0677,87.2131
Slovenia,SVN,15.1103,30.1759,27.8389,31.8548,40.81,46.81,54.01,56.74,58,64,70,67.34,68.35,72.6756,71.5863,73.0987,75.4985,78.8854,79.75,83.1084,86.6013,89.004,88.9125,90.3779
Solomon Islands,SLB,0.481297,0.468552,0.50192,0.55561,0.649673,0.844308,1.64635,2,3,4,5,6,6.9974,8,9,10.0005,11.0009,15.1,20.9,28.7,39.5527,47.3313,44.9575,..
Somalia,SOM,0.02,0.0790392,0.115614,0.376198,1.05345,1.07733,1.10022,1.12224,1.14269,1.16061,..,1.25,1.3767,1.5,1.63,1.76,1.88,2.00405,..,..,15.0237,19.8606,27.6,..
South Africa,ZAF,5.34856,6.34662,6.71032,7.00769,8.42512,7.48854,7.60714,8.06538,8.43,10,24,33.97,41,46.5,49,51.9191,54,56.1674,62.4,69.6969,72.1128,74.1534,74.703,..
South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,2.2,2.6,3,3.5,4.1,4.8,6.7,9.27123,9.64241,12.1407,..
Spain,ESP,13.625,18.1487,20.39,39.93,44.01,47.88,50.37,55.11,59.6,62.4,65.8,67.09,69.81,71.635,76.1867,78.6896,80.5613,84.6022,86.1072,90.7187,93.2056,93.8975,94.4855,95.4456
Sri Lanka,LKA,0.64741,0.793822,1.05042,1.45858,1.44616,1.79205,2.53757,3.88,..,..,..,..,..,..,10.5,15.26,22.19,25.1,28.3,32,36.1847,44.4531,50.1067,..
St. Kitts and Nevis,KNA,5.86281,7.71473,21.1524,22.9698,24.7377,34,38.5,43.5,49.2,55.7,63,63.2,64,64.6,65.4,66.2,67,67.8,68.6,69.4,70.2753,69.1294,76.4575,..
St. Lucia,LCA,5.09048,8.18186,14.6418,20.9825,21.3952,21.5676,24.5,27.9,30,31,32.5,34,45.865,49.4,53.2,57.3,61.7,66.4,69.4,72.5,75.8162,75.122,74.1859,..
St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,3.24504,5.09481,5.54959,6.46227,7.37117,9.19828,12,16,21,31,33.7,36.7,40,43.5,47.4,49.4,51.5,53.7,56,73.9683,77.4269,78.7228,77.7418,..
Sudan,SDN,0.025785,0.140185,0.439478,0.538472,0.791562,1.29204,..,8.66,..,..,..,..,..,..,..,..,14.1,18.6,24.6,25.9,26.4383,27.6336,28.7045,..
Suriname,SUR,2.50641,3.06445,4.16157,4.71988,6.07605,6.40309,9.49963,14.11,21.06,31.36,31.59,32,34.6812,37.4,40.08,42.7638,45.4,48.9452,55.1,62,69.8369,71.992,75.7614,..
Sweden,SWE,45.6877,51.7657,70.57,79.13,83.89,84.83,87.76,82.01,90,91,90,92.77,93.18,94.7836,92.5236,90.6102,89.6509,93.0063,89.247,94.4934,94.5394,94.6703,95.0097,95.7033
Switzerland,CHE,47.1,55.1,61.4,65.1,67.8,70.1,75.7,77.2,79.2,81.3,83.9,85.193,85.2,86.34,83.6173,87.4791,89.1347,89.6861,91.8,93.1461,94.3499,95.5694,96.8046,97.3444
Syrian Arab Republic,SYR,0.181699,0.353759,2.0931,3.39797,4.32159,5.64811,7.83255,11.5,14,17.3,20.7,22.5,24.3001,26.2,28.09,29.9798,31.8696,32.7,33.77,34.65,35.78,..,..,..
Tajikistan,TJK,0.0485996,0.0512591,0.0554628,0.0645838,0.0774799,0.29869,3.77241,7.19762,8.78,10.07,11.55,13.03,14.51,16,17.49,18.98,20.47,21.96,..,..,27.5441,28.34,36.0872,..
Tanzania,TZA,0.117194,0.1713,0.222484,0.676963,0.877575,1.1,1.3,1.6,1.9,2.4,2.9,3.2,3.95,4.4,7,10,13.5042,16,17.1,18.2773,25.6424,29.7016,31.8913,..
Thailand,THA,3.68904,5.55633,7.53125,9.29903,10.6773,15.026,17.1607,20.03,18.2,20.1,22.4,23.6699,26.46,28.94,34.8861,39.3161,47.505,52.8919,56.8175,66.6524,77.8437,85.2696,87.9772,89.5352
Timor-Leste,TLS,..,..,0,0,0,0.0990318,0.5,1,1.5,2,3,4,7,11,17.5,18.6,21.2,24.2,27.6,28.0046,32.0127,35.5407,40.7521,..
Togo,TGO,0.8,0.9,1,1.2,1.5,1.8,2,2.2,2.4,2.6,3,3.5,4,4.5,5.7,7.12,11.31,12.3602,15.5,20.7273,29.0237,32.5051,37.6212,..
Tonga,TON,2.4344,2.82537,2.9073,2.98582,3.95237,4.90778,5.85394,7.17987,8.11077,10,16,25,30,32.754,35.9544,38.6513,39.95,46.2,53.4,61.78963,66.648431,57.5486,..,..
Trinidad and Tobago,TTO,7.72141,15.3846,21.9987,25.9718,27.0243,28.9767,30.0037,32.3,34.8,44.3,48.5,55.2,57.5,59.9,62.4,65.1,67.8,70.6,72.8,75,77.2813,79,79.9843,..
Tunisia,TUN,2.75074,4.29797,5.25289,6.49085,8.52882,9.65509,12.9864,17.1,27.53,34.07,36.8,39.1,41.4416,43.8,46.16,46.5,49.6,55.5002,64.1908,66.7,68.5564,68.3155,73.8379,..
Turkiye,TUR,3.76169,5.18948,11.38,12.33,14.58,15.46,18.24,28.63,34.37,36.4,39.82,43.0657,45.13,46.25,51.0374,53.745,58.3477,64.6846,71.0428,73.9767,77.6696,81.4084,83.4372,85.9607
Turkmenistan,TKM,0.133282,0.17521,0.302132,0.425183,0.754054,0.997257,1.31957,1.40636,1.75,1.95,3,5,7.1958,9.6,12.2,14.9968,17.9903,21.251,..,..,..,..,..,..
Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,5.24164,5.7,6.3,6.9,7.6,8.3,9.1,10,11.2,12.8,14.6,16.5,18.7,21.2,24.1,27.3,31,35.2,..,..,75.4424,82.2681,81.1913,..
Uganda,UGA,0.163714,0.237945,0.384094,0.46485,0.719971,1.74221,2.52936,3.67197,3.88,4.1,4.3,4.6,4.8,5.1,5.4,5.8,5.9,5.9,6,6.01781509,7.4,10,..,..
Ukraine,UKR,0.716184,1.23876,1.87389,3.14813,3.48948,3.74976,4.50612,6.55,11,17.9,23.3,28.7083,35.27,40.9541,46.236,48.8846,53.001,58.8895,62.5532,70.1248,75.0379,79.2183,..,..
United Arab Emirates,ARE,23.6253,26.2718,28.3165,29.478,30.1313,40,52,61,63,64,68,78,85,88,90.4,90.5,90.6,94.8199,98.45,99.15,100,100,100,100
United Kingdom,GBR,26.8218,33.4811,56.48,64.82,65.61,70,68.82,75.09,78.39,83.56,85,85.38,87.48,89.8441,91.6133,92.0003,94.7758,90.4246,90.692,92.5166,94.8182,95.2591,95.3412,..
United States,USA,43.0792,49.0808,58.7854,61.6971,64.7583,67.9681,68.9312,75,74,71,71.69,69.7295,74.7,71.4,73,74.5542,85.5444,87.2749,88.4989,89.4303,96.5768,96.7792,97.1299,..
Uruguay,URY,10.5391,11.1214,11.4195,15.9371,17.0631,20.0882,29.4,34,39.3,41.8,46.4,51.4047,54.4538,57.69,61.4625,64.5708,66.4,70.3224,80.7268,83.3515,85.471,87.6444,89.873,..
Uzbekistan,UZB,0.484347,0.597568,1.08194,1.9126,2.59373,3.34351,6.38832,7.4906,9.08011,11.9,15.9,18.6,23.6,26.8,35.5,42.8,46.7913,48.7,55.2,70.4,71.1,76.5904,83.9,89.0136
Vanuatu,VUT,2.10834,2.83057,3.51004,3.9033,4.7466,5.08233,5.85059,6.8,7.26912,7.5,8,9.2,10.598,11.3,18.8,22.3514,24,30.8,39.5,50.7305,64.286,68.612,69.8888,..
"Venezuela, RB",VEN,3.3596,4.636,4.91045,7.49996,8.40447,12.553,15.2247,20.83,25.88,32.7,37.37,40.22,49.0501,54.9,57,58,60,61.6,..,..,..,..,..,..
Viet Nam,VNM,0.254248,1.26565,1.855,3.78028,7.64241,12.7399,17.2546,20.7554,23.92,26.55,30.65,35.07,36.8,38.5,41,45,53,58.14,69.8479,68.6616,70.3,74.21,78.59,78.08
Virgin Islands (U.S.),VIR,13.8151,18.3758,27.4944,27.4291,27.377,27.3443,27.3326,27.3393,27.3618,27.3965,31.22,35.6,40.5479,45.3,50.07,54.8391,59.6083,64.3775,..,..,..,..,..,..
West Bank and Gaza,PSE,1.11131,1.83685,3.10009,4.13062,4.4009,16.005,18.41,21.176,24.358,32.23,37.4,41.08,43.4,46.6,53.6652,56.7,59.9,63.3,64.4,70.6226,76.01,81.83,88.6469,86.6377
"Yemen, Rep.",YEM,0.0825004,0.0908025,0.518796,0.604734,0.881223,1.0486,1.24782,5.01,6.89,9.96,12.35,14.905,17.4465,20,22.55,24.0854,24.5792,26.7184,..,..,13.8152,14.8881,17.6948,..
Zambia,ZMB,0.191072,0.23313,0.477751,0.980483,1.1,1.3,1.6,1.9,2.2,2.5,3,3.5,4.1,4.8,6.5,8.8,10.3,12.2,14.3,18.7,24.4992,26.9505,31.2342,..
Zimbabwe,ZWE,0.401434,0.799846,1.1,1.8,2.1,2.4,2.4,3,3.5,4,6.4,8.4,12,15.5,16.3647,22.7428,23.12,24.4,25,26.5883,29.2986,32.4616,32.5615,..